,mol,Eafw,Earev,dErxn,ETS,ERt,EPr,enan,HRt,HPr,HTS,Hafw,dH,rxn_smiles
103,1jbp1,8.357798684,11.86181159,-3.504012903,-1743740.134169956,-1743748.4919623272,-1743751.995972583,S,-1743435.7722246682,-1743437.8116289182,-1743427.646610627,8.12561404099688,-2.039404250215739,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
104,1jbp2,6.684230917000001,18.73617787,-12.05194696,-1743738.214619925,-1743744.8988457932,-1743756.950783647,S,-1743432.3529281272,-1743442.791540342,-1743425.7132553982,6.639672729186714,-10.438612214755269,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
105,1jbp3,7.5043858,19.0756605,-11.571274699999998,-1743738.6739565132,-1743746.1783366438,-1743757.749602604,S,-1743433.5665305331,-1743443.916663979,-1743425.9774366869,7.58909384603612,-10.350133446045222,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
106,1jbp4,11.24873483,22.46170162,-11.21296679,-1743734.130163844,-1743745.3788901782,-1743756.5918484991,S,-1743432.5135704312,-1743442.735064532,-1743421.4355265454,11.078043885994704,-10.221494100987913,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
107,1jbp5,9.203681455,21.83293713,-12.62925567,-1743734.391835097,-1743743.5955096,-1743756.224755734,S,-1743430.718894691,-1743442.2223896792,-1743421.8327397418,8.886154948966578,-11.503494988195598,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
108,2abp1,8.604409907,18.32202162,-9.717611714,-1743738.6946643097,-1743747.2990677182,-1743757.0166720918,R,-1743434.092383075,-1743442.6854913211,-1743425.759691064,8.332692010793835,-8.59310824610293,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
109,2abp2,7.083954452,19.96233139,-12.87837693,-1743741.29882666,-1743748.382775761,-1743761.2611429682,R,-1743435.5601266262,-1743446.737944443,-1743428.433506913,7.126619713148103,-11.177817816846073,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
110,2abp3,12.41590245,23.23165575,-10.81575329,-1743734.307748891,-1743746.723641965,-1743757.539387089,R,-1743433.7278003462,-1743443.0538391038,-1743421.497649936,12.230150410206988,-9.326038757571949,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
111,2abp4,9.123360242,24.05871323,-14.93535299,-1743735.0193440968,-1743744.1426974481,-1743759.0780391572,R,-1743431.041434317,-1743444.797059106,-1743422.1483767692,8.893057547742501,-13.755624789046125,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
112,2abp5,10.37084908,23.8378299,-13.46698082,-1743736.996624956,-1743747.367466199,-1743760.834436848,R,-1743434.162664083,-1743445.50363424,-1743424.06165171,10.10101237311028,-11.34097015694715,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
113,2aMebp1,8.532873827000001,13.240449900000002,-4.707576074,-1793067.2612405159,-1793075.7941078981,-1793080.5016804158,R,-1792727.812129493,-1792731.3625754153,-1792719.5346582741,8.277471219189465,-3.5504459221847355,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
114,2aMebp2,6.846128361,19.52056472,-12.67443636,-1793070.4289059478,-1793077.2750291382,-1793089.94945592,R,-1792729.470008271,-1792740.4871837841,-1792722.583096996,6.886911275098099,-11.017175513086839,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
115,2aMebp3,12.15925108,23.6853451,-11.52609402,-1793063.403942693,-1793075.563184586,-1793087.0892698981,R,-1792727.6295243741,-1792737.56550188,-1792716.0356680902,11.593856283696368,-9.93597750598565,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
116,2aMebp4,9.307848027999999,24.59209629,-15.28424826,-1793063.668751491,-1793072.9765924881,-1793088.2608292012,R,-1792725.1985545082,-1792738.948531716,-1792715.8229425391,9.37561196880415,-13.749977208208294,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
117,2aMebp5,10.4254424,24.38439065,-13.95894825,-1793065.786594366,-1793076.2120288918,-1793090.1709665968,R,-1792728.043680314,-1792740.928322611,-1792718.140960785,9.90271952887997,-12.884642296936365,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
118,2aMebp1,8.771954937,19.04491254,-10.2729576,-1793066.961918723,-1793075.7338670343,-1793086.006816873,S,-1792727.7230232153,-1792736.6273759254,-1792719.227178864,8.495844351127744,-8.904352709883824,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
119,2aMebp2,6.940254782,20.25035824,-13.31010345,-1793070.0530280569,-1793076.9932775968,-1793090.303370996,S,-1792727.9796743959,-1792740.713714533,-1792722.3691164271,5.610557968961076,-12.734040136914698,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
120,2aMebp3,9.932847464,22.15986956,-12.2270221,-1793068.8764486825,-1793078.809288643,-1793091.036301508,S,-1792730.652862736,-1792741.135400581,-1792720.704962559,9.947900176513938,-10.482537845149636,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
121,2aMebp4,9.957947843,24.5531907,-14.59524286,-1793064.087299994,-1793074.0452403154,-1793088.6404721462,S,-1792726.0582418381,-1792739.3143694631,-1792716.296084325,9.762157512828706,-13.256127625238152,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
122,2aMebp5,9.653605748,19.57453053,-9.920924784,-1793065.345455539,-1793074.9990539954,-1793084.919971285,S,-1792726.9424020192,-1792735.920800791,-1792717.201579812,9.740822206949817,-8.978398771956563,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
123,2abp1,8.819645657,23.10866389,-14.28901823,-1743738.3752622288,-1743747.194901224,-1743761.483908663,S,-1743434.0559875532,-1743446.659505818,-1743425.4779395228,8.57804803038016,-12.60351826483384,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
124,2abp2,7.166158192999999,19.91777821,-12.75162002,-1743740.8984759182,-1743748.0646286982,-1743760.8162390871,S,-1743435.1472257038,-1743446.3620665518,-1743428.009938338,7.137287365738303,-11.214840848231688,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
125,2abp3,10.19765646,21.2418232,-11.04416674,-1743740.0958919069,-1743750.2935406659,-1743761.337699066,S,-1743437.009672416,-1743446.5383965808,-1743427.0065514469,10.003120969282463,-9.528724164934829,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
126,2abp4,9.081317108,23.96333179,-14.88201469,-1743735.5307639318,-1743744.6120741796,-1743759.494077624,S,-1743431.658275664,-1743445.077555629,-1743422.596418195,9.061857469147071,-13.419279964873569,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
127,2abp5,9.541909062,15.49634646,-5.954437399,-1743736.5981567414,-1743746.140058595,-1743752.0944914962,S,-1743432.908901101,-1743437.972898731,-1743423.4391627822,9.46973831881769,-5.063997630029917,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
128,2bbp1,8.692261234,10.17130106,-1.47903983,-1868262.964909164,-1868271.6571638319,-1868273.1362025447,R,-1867968.353198718,-1867968.869638625,-1867959.8215863542,8.531612364109607,-0.5164399070199579,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
129,2bbp2,6.3591810089999985,15.78813837,-9.428957356,-1868266.128182033,-1868272.487358239,-1868281.9163084729,R,-1867969.515972895,-1867977.2770042075,-1867963.151149108,6.364823787007481,-7.761031312169508,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
130,2bbp3,13.4657258,21.79591407,-8.330188267,-1868257.5545265658,-1868271.020242197,-1868279.350424172,R,-1867967.737612389,-1867974.6038158669,-1867954.3741807246,13.363431664416563,-6.866203477839007,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
131,2bbp4,9.740202055,21.082435800000006,-11.34223374,-1868258.8892382088,-1868268.6294329069,-1868279.971658082,R,-1867965.4478320482,-1867975.4101649318,-1867955.7082648592,9.739567188778892,-9.96233288408257,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
132,2bbp5,10.00689358,21.89945313,-11.89255955,-1868261.131955375,-1868271.138841398,-1868283.031391966,R,-1867967.9653981559,-1867978.609205814,-1867958.01687047,9.948527685832232,-10.64380765822716,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
133,2bMebp1,8.670925912000001,10.54153165,-1.870605742,-1917591.534622915,-1917600.2055422768,-1917602.076146606,R,-1917262.010194236,-1917262.938907556,-1917253.55513797,8.455056265927851,-0.9287133202888072,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
134,2bMebp2,6.2110887739999985,15.95693841,-9.745849641,-1917595.0411432069,-1917601.2522272887,-1917610.998069568,R,-1917263.307255339,-1917271.339370539,-1917257.242380854,6.0648744851350775,-8.032115200068803,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
135,2bMebp3,13.4061124,22.94676645,-9.540654043,-1917586.251624644,-1917599.65772692,-1917609.198373756,R,-1917261.4774390957,-1917269.8998648932,-1917248.3148103112,13.162628784077242,-8.422425797674805,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
