,mol,Eafw,enan,rxn_smiles,rxn_smiles_mapped
548,5bbp5,10.13992559,R,[Si@OH17-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]3[c]([c]2[F])[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]3[c]([c]([F])[n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H]>>[Si-]1([O][C@]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]3[c]([c]2[F])[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]3[c]([c]([F])[n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H],[Si@OH17-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:38]2[c:26]([c:31]([H:36])[c:32]3[c:30]([c:29]2[F:40])[c:41]([H:56])[c:45]([H:46])[c:43]([H:44])[c:42]3[H:47])-[c:27]2[c:33]([H:37])[c:34]3[c:35]([c:28]([F:48])[n+:39]2[O:25]1)[c:50]([H:57])[c:53]([H:55])[c:51]([H:52])[c:49]3[H:54]>>[Si-:1]1([O:2][C@:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:38]2[c:26]([c:31]([H:36])[c:32]3[c:30]([c:29]2[F:40])[c:41]([H:56])[c:45]([H:46])[c:43]([H:44])[c:42]3[H:47])-[c:27]2[c:33]([H:37])[c:34]3[c:35]([c:28]([F:48])[n+:39]2[O:25]1)[c:50]([H:57])[c:53]([H:55])[c:51]([H:52])[c:49]3[H:54]
549,5bbp1,8.584329604,S,[Si@OH6-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]3[c]([c]2[F])[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]3[c]([c]([F])[n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H]>>[Si-]1([O][C@@]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]3[c]([c]2[F])[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]3[c]([c]([F])[n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H],[Si@OH6-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:38]2[c:26]([c:31]([H:36])[c:32]3[c:30]([c:29]2[F:40])[c:41]([H:56])[c:45]([H:46])[c:43]([H:44])[c:42]3[H:47])-[c:27]2[c:33]([H:37])[c:34]3[c:35]([c:28]([F:48])[n+:39]2[O:25]1)[c:50]([H:57])[c:53]([H:55])[c:51]([H:52])[c:49]3[H:54]>>[Si-:1]1([O:2][C@@:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:38]2[c:26]([c:31]([H:36])[c:32]3[c:30]([c:29]2[F:40])[c:41]([H:56])[c:45]([H:46])[c:43]([H:44])[c:42]3[H:47])-[c:27]2[c:33]([H:37])[c:34]3[c:35]([c:28]([F:48])[n+:39]2[O:25]1)[c:50]([H:57])[c:53]([H:55])[c:51]([H:52])[c:49]3[H:54]
550,5bbp2,6.506018226,S,[Si@OH16-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]3[c]([c]2[F])[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]3[c]([c]([F])[n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H]>>[Si-]1([O][C@@]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]3[c]([c]2[F])[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]3[c]([c]([F])[n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H],[Si@OH16-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:38]2[c:26]([c:31]([H:36])[c:32]3[c:30]([c:29]2[F:40])[c:41]([H:56])[c:45]([H:46])[c:43]([H:44])[c:42]3[H:47])-[c:27]2[c:33]([H:37])[c:34]3[c:35]([c:28]([F:48])[n+:39]2[O:25]1)[c:50]([H:57])[c:53]([H:55])[c:51]([H:52])[c:49]3[H:54]>>[Si-:1]1([O:2][C@@:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:38]2[c:26]([c:31]([H:36])[c:32]3[c:30]([c:29]2[F:40])[c:41]([H:56])[c:45]([H:46])[c:43]([H:44])[c:42]3[H:47])-[c:27]2[c:33]([H:37])[c:34]3[c:35]([c:28]([F:48])[n+:39]2[O:25]1)[c:50]([H:57])[c:53]([H:55])[c:51]([H:52])[c:49]3[H:54]
551,5bbp3,7.928582204,S,[Si@OH5-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]3[c]([c]2[F])[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]3[c]([c]([F])[n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H]>>[Si-]1([O][C@@]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]3[c]([c]2[F])[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]3[c]([c]([F])[n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H],[Si@OH5-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:38]2[c:26]([c:31]([H:36])[c:32]3[c:30]([c:29]2[F:40])[c:41]([H:56])[c:45]([H:46])[c:43]([H:44])[c:42]3[H:47])-[c:27]2[c:33]([H:37])[c:34]3[c:35]([c:28]([F:48])[n+:39]2[O:25]1)[c:50]([H:57])[c:53]([H:55])[c:51]([H:52])[c:49]3[H:54]>>[Si-:1]1([O:2][C@@:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:38]2[c:26]([c:31]([H:36])[c:32]3[c:30]([c:29]2[F:40])[c:41]([H:56])[c:45]([H:46])[c:43]([H:44])[c:42]3[H:47])-[c:27]2[c:33]([H:37])[c:34]3[c:35]([c:28]([F:48])[n+:39]2[O:25]1)[c:50]([H:57])[c:53]([H:55])[c:51]([H:52])[c:49]3[H:54]
552,5bbp4,9.578932121,S,[Si@OH1-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]3[c]([c]2[F])[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]3[c]([c]([F])[n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H]>>[Si-]1([O][C@@]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]3[c]([c]2[F])[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]3[c]([c]([F])[n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H],[Si@OH1-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:38]2[c:26]([c:31]([H:36])[c:32]3[c:30]([c:29]2[F:40])[c:41]([H:56])[c:45]([H:46])[c:43]([H:44])[c:42]3[H:47])-[c:27]2[c:33]([H:37])[c:34]3[c:35]([c:28]([F:48])[n+:39]2[O:25]1)[c:50]([H:57])[c:53]([H:55])[c:51]([H:52])[c:49]3[H:54]>>[Si-:1]1([O:2][C@@:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:38]2[c:26]([c:31]([H:36])[c:32]3[c:30]([c:29]2[F:40])[c:41]([H:56])[c:45]([H:46])[c:43]([H:44])[c:42]3[H:47])-[c:27]2[c:33]([H:37])[c:34]3[c:35]([c:28]([F:48])[n+:39]2[O:25]1)[c:50]([H:57])[c:53]([H:55])[c:51]([H:52])[c:49]3[H:54]
553,5bbp5,9.630387897,S,[Si@OH17-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]3[c]([c]2[F])[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]3[c]([c]([F])[n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H]>>[Si-]1([O][C@@]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]3[c]([c]2[F])[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]3[c]([c]([F])[n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H],[Si@OH17-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:38]2[c:26]([c:31]([H:36])[c:32]3[c:30]([c:29]2[F:40])[c:41]([H:56])[c:45]([H:46])[c:43]([H:44])[c:42]3[H:47])-[c:27]2[c:33]([H:37])[c:34]3[c:35]([c:28]([F:48])[n+:39]2[O:25]1)[c:50]([H:57])[c:53]([H:55])[c:51]([H:52])[c:49]3[H:54]>>[Si-:1]1([O:2][C@@:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:38]2[c:26]([c:31]([H:36])[c:32]3[c:30]([c:29]2[F:40])[c:41]([H:56])[c:45]([H:46])[c:43]([H:44])[c:42]3[H:47])-[c:27]2[c:33]([H:37])[c:34]3[c:35]([c:28]([F:48])[n+:39]2[O:25]1)[c:50]([H:57])[c:53]([H:55])[c:51]([H:52])[c:49]3[H:54]
554,5cbp1,8.345248495,R,[Si@OH6-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]3[c]([c]2[Cl])[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]3[c]([c]([Cl])[n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H]>>[Si-]1([O][C@]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]3[c]([c]2[Cl])[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]3[c]([c]([Cl])[n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H],[Si@OH6-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]3[c:30]([c:29]2[Cl:44])[c:45]([H:48])[c:47]([H:51])[c:46]([H:50])[c:37]3[H:49])-[c:27]2[c:33]([H:38])[c:34]3[c:35]([c:28]([Cl:41])[n+:43]2[O:25]1)[c:40]([H:54])[c:53]([H:57])[c:52]([H:56])[c:39]3[H:55]>>[Si-:1]1([O:2][C@:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]3[c:30]([c:29]2[Cl:44])[c:45]([H:48])[c:47]([H:51])[c:46]([H:50])[c:37]3[H:49])-[c:27]2[c:33]([H:38])[c:34]3[c:35]([c:28]([Cl:41])[n+:43]2[O:25]1)[c:40]([H:54])[c:53]([H:57])[c:52]([H:56])[c:39]3[H:55]
555,5cbp2,6.474015242999999,R,[Si@OH16-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]3[c]([c]2[Cl])[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]3[c]([c]([Cl])[n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H]>>[Si-]1([O][C@]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]3[c]([c]2[Cl])[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]3[c]([c]([Cl])[n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H],[Si@OH16-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]3[c:30]([c:29]2[Cl:44])[c:45]([H:48])[c:47]([H:51])[c:46]([H:50])[c:37]3[H:49])-[c:27]2[c:33]([H:38])[c:34]3[c:35]([c:28]([Cl:41])[n+:43]2[O:25]1)[c:40]([H:54])[c:53]([H:57])[c:52]([H:56])[c:39]3[H:55]>>[Si-:1]1([O:2][C@:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]3[c:30]([c:29]2[Cl:44])[c:45]([H:48])[c:47]([H:51])[c:46]([H:50])[c:37]3[H:49])-[c:27]2[c:33]([H:38])[c:34]3[c:35]([c:28]([Cl:41])[n+:43]2[O:25]1)[c:40]([H:54])[c:53]([H:57])[c:52]([H:56])[c:39]3[H:55]
556,5cbp3,13.97840104,R,[Si@OH5-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]3[c]([c]2[Cl])[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]3[c]([c]([Cl])[n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H]>>[Si-]1([O][C@]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]3[c]([c]2[Cl])[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]3[c]([c]([Cl])[n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H],[Si@OH5-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]3[c:30]([c:29]2[Cl:44])[c:45]([H:48])[c:47]([H:51])[c:46]([H:50])[c:37]3[H:49])-[c:27]2[c:33]([H:38])[c:34]3[c:35]([c:28]([Cl:41])[n+:43]2[O:25]1)[c:40]([H:54])[c:53]([H:57])[c:52]([H:56])[c:39]3[H:55]>>[Si-:1]1([O:2][C@:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]3[c:30]([c:29]2[Cl:44])[c:45]([H:48])[c:47]([H:51])[c:46]([H:50])[c:37]3[H:49])-[c:27]2[c:33]([H:38])[c:34]3[c:35]([c:28]([Cl:41])[n+:43]2[O:25]1)[c:40]([H:54])[c:53]([H:57])[c:52]([H:56])[c:39]3[H:55]
557,5cbp4,9.18548368,R,[Si@OH1-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]3[c]([c]2[Cl])[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]3[c]([c]([Cl])[n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H]>>[Si-]1([O][C@]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]3[c]([c]2[Cl])[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]3[c]([c]([Cl])[n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H],[Si@OH1-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]3[c:30]([c:29]2[Cl:44])[c:45]([H:48])[c:47]([H:51])[c:46]([H:50])[c:37]3[H:49])-[c:27]2[c:33]([H:38])[c:34]3[c:35]([c:28]([Cl:41])[n+:43]2[O:25]1)[c:40]([H:54])[c:53]([H:57])[c:52]([H:56])[c:39]3[H:55]>>[Si-:1]1([O:2][C@:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]3[c:30]([c:29]2[Cl:44])[c:45]([H:48])[c:47]([H:51])[c:46]([H:50])[c:37]3[H:49])-[c:27]2[c:33]([H:38])[c:34]3[c:35]([c:28]([Cl:41])[n+:43]2[O:25]1)[c:40]([H:54])[c:53]([H:57])[c:52]([H:56])[c:39]3[H:55]
558,5cbp5,10.23405201,R,[Si@OH17-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]3[c]([c]2[Cl])[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]3[c]([c]([Cl])[n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H]>>[Si-]1([O][C@]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]3[c]([c]2[Cl])[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]3[c]([c]([Cl])[n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H],[Si@OH17-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]3[c:30]([c:29]2[Cl:44])[c:45]([H:48])[c:47]([H:51])[c:46]([H:50])[c:37]3[H:49])-[c:27]2[c:33]([H:38])[c:34]3[c:35]([c:28]([Cl:41])[n+:43]2[O:25]1)[c:40]([H:54])[c:53]([H:57])[c:52]([H:56])[c:39]3[H:55]>>[Si-:1]1([O:2][C@:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]3[c:30]([c:29]2[Cl:44])[c:45]([H:48])[c:47]([H:51])[c:46]([H:50])[c:37]3[H:49])-[c:27]2[c:33]([H:38])[c:34]3[c:35]([c:28]([Cl:41])[n+:43]2[O:25]1)[c:40]([H:54])[c:53]([H:57])[c:52]([H:56])[c:39]3[H:55]
559,5cbp1,8.699163837999999,S,[Si@OH6-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]3[c]([c]2[Cl])[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]3[c]([c]([Cl])[n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H]>>[Si-]1([O][C@@]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]3[c]([c]2[Cl])[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]3[c]([c]([Cl])[n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H],[Si@OH6-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]3[c:30]([c:29]2[Cl:44])[c:45]([H:48])[c:47]([H:51])[c:46]([H:50])[c:37]3[H:49])-[c:27]2[c:33]([H:38])[c:34]3[c:35]([c:28]([Cl:41])[n+:43]2[O:25]1)[c:40]([H:54])[c:53]([H:57])[c:52]([H:56])[c:39]3[H:55]>>[Si-:1]1([O:2][C@@:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]3[c:30]([c:29]2[Cl:44])[c:45]([H:48])[c:47]([H:51])[c:46]([H:50])[c:37]3[H:49])-[c:27]2[c:33]([H:38])[c:34]3[c:35]([c:28]([Cl:41])[n+:43]2[O:25]1)[c:40]([H:54])[c:53]([H:57])[c:52]([H:56])[c:39]3[H:55]
560,5cbp2,6.54931638,S,[Si@OH16-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]3[c]([c]2[Cl])[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]3[c]([c]([Cl])[n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H]>>[Si-]1([O][C@@]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]3[c]([c]2[Cl])[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]3[c]([c]([Cl])[n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H],[Si@OH16-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]3[c:30]([c:29]2[Cl:44])[c:45]([H:48])[c:47]([H:51])[c:46]([H:50])[c:37]3[H:49])-[c:27]2[c:33]([H:38])[c:34]3[c:35]([c:28]([Cl:41])[n+:43]2[O:25]1)[c:40]([H:54])[c:53]([H:57])[c:52]([H:56])[c:39]3[H:55]>>[Si-:1]1([O:2][C@@:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]3[c:30]([c:29]2[Cl:44])[c:45]([H:48])[c:47]([H:51])[c:46]([H:50])[c:37]3[H:49])-[c:27]2[c:33]([H:38])[c:34]3[c:35]([c:28]([Cl:41])[n+:43]2[O:25]1)[c:40]([H:54])[c:53]([H:57])[c:52]([H:56])[c:39]3[H:55]
