rxn_smiles,dE0
[O:1]=[C:6]([C:2]([O:5][H:4])([H:7])[C:8](=[O:3])[H:9])[H:10]>>[O:1](/[C:2](=[C:3](/[O:4][H:8])[H:9])[C:5](=[O:6])[H:10])[H:7],55.84794
[O:1]=[C:6]([C:2]([O:5][H:4])([H:7])[C:8](=[O:3])[H:9])[H:10]>>[O:1]([C@@:2]1([H:8])[C@@:3]([O+:6]=[C-:5][H:10])([H:9])[O:4]1)[H:7],98.78006
[O:1]=[C:6]([C:2]([O:5][H:4])([H:7])[C:8](=[O:3])[H:9])[H:10]>>[O:1]([C@@:2]1([H:8])[C@@:3]2([H:9])[O:4][C@:5]1([H:10])[O:6]2)[H:7],70.45425
[O:1]=[C:6]([C:2]([O:5][H:4])([H:7])[C:8](=[O:3])[H:9])[H:10]>>[C-:3]#[O+:4].[O:1](/[C:2](=[C:5](\[O:6][H:9])[H:10])[H:8])[H:7],40.6097
[O:1]=[C:6]([C:2]([O:5][H:4])([H:7])[C:8](=[O:3])[H:9])[H:10]>>[O:1]([O:6]/[C:5](=[C:2](\[C:3](=[O:4])[H:9])[H:8])[H:10])[H:7],100.0192
[O:1]=[C:6]([C:2]([O:5][H:4])([H:7])[C:8](=[O:3])[H:9])[H:10]>>[O:1]([C@:2]([C:3][O:4][H:9])([C:5](=[O:6])[H:10])[H:8])[H:7],81.24887
[O:1]=[C:6]([C:2]([O:5][H:4])([H:7])[C:8](=[O:3])[H:9])[H:10]>>[O:1]1[C@:2]([C:5](=[O:6])[H:10])([H:8])[C@:3]1([O:4][H:7])[H:9],56.57128
[O:1]=[C:6]([C:2]([O:5][H:4])([H:7])[C:8](=[O:3])[H:9])[H:10]>>[O:1]1[C@:2]2([H:8])[C@@:3]1([H:9])[O:4][C@@:5]2([O:6][H:7])[H:10],51.41031
[H:1][C:10]([H:3])([H:4])[c:6]1[c:5]([H:7])[c:8]([H:12])[n:2][n:11]1[H:9]>>[C:1]([C:2]1=[N+:5]([N-:6][H:12])[C:4]([H:11])=[C:3]1[H:10])([H:7])([H:8])[H:9],114.95538
[H:1][C:10]([H:3])([H:4])[c:6]1[c:5]([H:7])[c:8]([H:12])[n:2][n:11]1[H:9]>>[C:1]([c+:2]1[c:3]([H:10])[c-:4][n:5]([H:11])[n:6]1[H:12])([H:7])([H:8])[H:9],76.78679
[H:1][C:10]([H:3])([H:4])[c:6]1[c:5]([H:7])[c:8]([H:12])[n:2][n:11]1[H:9]>>[C:1](=[C:2]1[C:3]([H:10])=[C:4]([H:11])[N:5]([H:8])[N:6]1[H:12])([H:7])[H:9],105.0617
[H:1][C:10]([H:3])([H:4])[c:6]1[c:5]([H:7])[c:8]([H:12])[n:2][n:11]1[H:9]>>[C:1]([c:2]1[c:3]([H:10])[c:4]([H:11])[n:5]([H:12])[n:6]1)([H:7])([H:8])[H:9],45.66585
[H:1][C:10]([H:3])([H:4])[c:6]1[c:5]([H:7])[c:8]([H:12])[n:2][n:11]1[H:9]>>[C:1]([C@@:2]1([H:12])[C:3]([H:10])=[C:4]([H:11])[N:5]=[N:6]1)([H:7])([H:8])[H:9],50.35174
[H:1][C:10]([H:3])([H:4])[c:6]1[c:5]([H:7])[c:8]([H:12])[n:2][n:11]1[H:9]>>[C:1]([C@:3]1([H:10])[C:2][N:6]([H:12])[N:5]=[C:4]1[H:11])([H:7])([H:8])[H:9],84.40099000000002
[H:1][C:10]([H:3])([H:4])[c:6]1[c:5]([H:7])[c:8]([H:12])[n:2][n:11]1[H:9]>>[C:1]([C@@:2]1([H:10])[C+:3]=[C:4]([H:11])[N-:5][N:6]1[H:12])([H:7])([H:8])[H:9],78.67094
[H:1][C:10]([H:3])([H:4])[c:6]1[c:5]([H:7])[c:8]([H:12])[n:2][n:11]1[H:9]>>[C:1]([C:2]1([N:6]([N:5])[H:12])[C:3]([H:10])=[C:4]1[H:11])([H:7])([H:8])[H:9],143.95365
[H:1][C:10]([H:3])([H:4])[c:6]1[c:5]([H:7])[c:8]([H:12])[n:2][n:11]1[H:9]>>[C:1]([C:2]#[C:3][H:10])([H:7])([H:8])[H:9].[C:4](#[N+:5][N-:6][H:12])[H:11],109.1923
[H:1][C:10]([H:3])([H:4])[c:6]1[c:5]([H:7])[c:8]([H:12])[n:2][n:11]1[H:9]>>[C:1]([C:2]1=[C:3]=[C:4]([H:11])[N:5]([H:10])[N:6]1[H:12])([H:7])([H:8])[H:9],98.67024
[H:1][C:10]([H:3])([H:4])[c:6]1[c:5]([H:7])[c:8]([H:12])[n:2][n:11]1[H:9]>>[C:1](/[C:2]([C@@:3]1([H:10])[C:4]([H:11])=[N:5]1)=[N:6]\[H:12])([H:7])([H:8])[H:9],81.03443
[H:1][C:10]([H:3])([H:4])[c:6]1[c:5]([H:7])[c:8]([H:12])[n:2][n:11]1[H:9]>>[C:1](=[C:2]1[C:3]([H:10])=[C:4]([H:11])[N-:5][N+:6]1([H:9])[H:12])([H:7])[H:8],96.92307
[H:1][C:10]([H:3])([H:4])[c:6]1[c:5]([H:7])[c:8]([H:12])[n:2][n:11]1[H:9]>>[C:1]([C:2]([C:3](=[C:4]=[N:5][H:11])[H:10])=[N:6][H:12])([H:7])([H:8])[H:9],85.11229
[C@@:1]1([C:5]([H:2])([H:8])[H:10])([H:12])[O:4][C:6]([H:9])([H:13])[C:11]1([H:3])[H:7]>>[C:1]([O:5][C:4]([C:3]([C:2][H:9])([H:10])[H:11])([H:12])[H:13])([H:6])([H:7])[H:8],122.93498
[C@@:1]1([C:5]([H:2])([H:8])[H:10])([H:12])[O:4][C:6]([H:9])([H:13])[C:11]1([H:3])[H:7]>>[C:1]([C@@:2]([C:3](=[C:4]([H:12])[H:13])[H:11])([O:5][H:10])[H:9])([H:6])([H:7])[H:8],89.68199
[C@@:1]1([C:5]([H:2])([H:8])[H:10])([H:12])[O:4][C:6]([H:9])([H:13])[C:11]1([H:3])[H:7]>>[C:1](=[C:2]1[C:3]([H:10])([H:11])[C:4]([H:12])([H:13])[O:5]1)([H:6])[H:7].[H:8][H:9],104.74879
[C@@:1]1([C:5]([H:2])([H:8])[H:10])([H:12])[O:4][C:6]([H:9])([H:13])[C:11]1([H:3])[H:7]>>[C:1]([H:6])([H:7])([H:8])[H:11].[C:2]1([H:9])=[C:3]([H:10])[C:4]([H:12])([H:13])[O:5]1,114.23662
[C@@:1]1([C:5]([H:2])([H:8])[H:10])([H:12])[O:4][C:6]([H:9])([H:13])[C:11]1([H:3])[H:7]>>[C:1]([C@@:2]([C:3]([C:4][H:13])([H:10])[H:11])([O:5][H:12])[H:9])([H:6])([H:7])[H:8],75.28304
[C@@:1]1([C:5]([H:2])([H:8])[H:10])([H:12])[O:4][C:6]([H:9])([H:13])[C:11]1([H:3])[H:7]>>[C:1](/[C:2](=[C:3](/[C:4]([O:5][H:11])([H:12])[H:13])[H:10])[H:9])([H:6])([H:7])[H:8],83.65601
[C@@:1]1([C:5]([H:2])([H:8])[H:10])([H:12])[O:4][C:6]([H:9])([H:13])[C:11]1([H:3])[H:7]>>[C:1]([C@@:2]1([H:9])[C:3]([H:10])=[C:4]([H:12])[O:5]1)([H:6])([H:7])[H:8].[H:11][H:13],108.23162
[C@@:1]1([C:5]([H:2])([H:8])[H:10])([H:12])[O:4][C:6]([H:9])([H:13])[C:11]1([H:3])[H:7]>>[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])([O+:5]=[C-:4][H:13])[H:9])([H:6])([H:7])[H:8],81.0021
[C@@:1]1([C:5]([H:2])([H:8])[H:10])([H:12])[O:4][C:6]([H:9])([H:13])[C:11]1([H:3])[H:7]>>[C:1]([C:2][H:9])([H:6])([H:7])[H:8].[C:3]1([H:10])([H:11])[C:4]([H:12])([H:13])[O:5]1,118.87696
[C@@:1]1([C:5]([H:2])([H:8])[H:10])([H:12])[O:4][C:6]([H:9])([H:13])[C:11]1([H:3])[H:7]>>[C:1]([C:2][C:3]([C:4]([O:5][H:9])([H:12])[H:13])([H:10])[H:11])([H:6])([H:7])[H:8],71.16162
[C@@:1]1([C:5]([H:2])([H:8])[H:10])([H:12])[O:4][C:6]([H:9])([H:13])[C:11]1([H:3])[H:7]>>[C-:2]1([H:9])[C:3]([H:10])([H:11])[C:4]([H:13])=[O+:5]1.[C:1]([H:6])([H:7])([H:8])[H:12],95.32888
[C@@:1]1([C:5]([H:2])([H:8])[H:10])([H:12])[O:4][C:6]([H:9])([H:13])[C:11]1([H:3])[H:7]>>[C:1]([C:2](=[O:5])[H:9])([H:6])([H:7])[H:8].[C:3](=[C:4]([H:12])[H:13])([H:10])[H:11],61.35971
[C@@:1]1([C:5]([H:2])([H:8])[H:10])([H:12])[O:4][C:6]([H:9])([H:13])[C:11]1([H:3])[H:7]>>[C:1]([C:2](=[C:3]([H:10])[H:11])[H:9])([H:6])([H:7])[H:8].[C:4](=[O:5])([H:12])[H:13],60.71803000000001
[H:1][C:6]1([H:4])[C:5]([H:3])([H:7])[C:8]([H:9])([H:12])[C:10]1([H:2])[H:11]>>[C:1](=[C:4]([H:11])[H:12])([H:5])[H:6].[C:2](=[C:3]([H:9])[H:10])([H:7])[H:8],96.11955
[H:1][C:6]1([H:4])[C:5]([H:3])([H:7])[C:8]([H:9])([H:12])[C:10]1([H:2])[H:11]>>[C:1]1([H:5])([H:6])[C:2]([H:8])=[C:3]([H:10])[C:4]1([H:11])[H:12].[H:7][H:9],114.07045
[C:1]1([H:3])([H:12])[C@@:6]([O:5][C:13]([H:2])([H:8])[H:11])([H:15])[C@@:10]1([C:4]([H:9])([H:14])[H:16])[H:7]>>[C:1]([O+:2]=[C-:3][C:4]([C:5]([C:6]([H:14])([H:15])[H:16])([H:10])[H:13])([H:11])[H:12])([H:7])([H:8])[H:9],53.07601
[C:1]1([H:3])([H:12])[C@@:6]([O:5][C:13]([H:2])([H:8])[H:11])([H:15])[C@@:10]1([C:4]([H:9])([H:14])[H:16])[H:7]>>[C:1]([O:2][C:3](=[C:4]([H:11])[H:12])[H:10])([H:7])([H:8])[H:9].[C:5](=[C:6]([H:14])[H:15])([H:13])[H:16],84.41253
[C:1]1([H:3])([H:12])[C@@:6]([O:5][C:13]([H:2])([H:8])[H:11])([H:15])[C@@:10]1([C:4]([H:9])([H:14])[H:16])[H:7]>>[C:1]([O:2][C@@:5]([C:4]([C:3][H:10])([H:11])[H:12])([C:6]([H:14])([H:15])[H:16])[H:13])([H:7])([H:8])[H:9],96.09487
[C:1]1([H:3])([H:12])[C@@:6]([O:5][C:13]([H:2])([H:8])[H:11])([H:15])[C@@:10]1([C:4]([H:9])([H:14])[H:16])[H:7]>>[C:1]([O:2][C:3]([C:6]([C:5](=[C:4]([H:11])[H:12])[H:13])([H:14])[H:16])([H:10])[H:15])([H:7])([H:8])[H:9],93.47872
[C:1]1([H:3])([H:12])[C@@:6]([O:5][C:13]([H:2])([H:8])[H:11])([H:15])[C@@:10]1([C:4]([H:9])([H:14])[H:16])[H:7]>>[C:1]([C:5]([C@@:3]1([H:10])[O:2][C:4]1([H:11])[H:12])([C:6]([H:14])([H:15])[H:16])[H:13])([H:7])([H:8])[H:9],103.59433
[C:1]1([H:3])([H:12])[C@@:6]([O:5][C:13]([H:2])([H:8])[H:11])([H:15])[C@@:10]1([C:4]([H:9])([H:14])[H:16])[H:7]>>[C:1]([O:2][C@@:5]([C:3](=[C:4]([H:11])[H:12])[H:10])([C:6]([H:14])([H:15])[H:16])[H:13])([H:7])([H:8])[H:9],70.36567
[C:1]1([H:3])([H:12])[C@@:6]([O:5][C:13]([H:2])([H:8])[H:11])([H:15])[C@@:10]1([C:4]([H:9])([H:14])[H:16])[H:7]>>[C:1]([O:2][C:6]([H:14])([H:15])[H:16])([H:7])([H:8])[H:9].[C:3]1([H:10])=[C:5]([H:13])[C:4]1([H:11])[H:12],115.23687
[C:1]1([H:3])([H:12])[C@@:6]([O:5][C:13]([H:2])([H:8])[H:11])([H:15])[C@@:10]1([C:4]([H:9])([H:14])[H:16])[H:7]>>[C:1]([O:2][H:15])([H:7])([H:8])[H:9].[C@@:3]12([H:10])[C:4]([H:11])([H:12])[C@:5]1([H:13])[C:6]2([H:14])[H:16],104.08239
[C:1]1([H:7])([H:16])[C:6]([H:3])([H:12])[C@@:5]([C:13]([H:2])([H:8])[H:11])([H:15])[C:4]([H:9])([H:14])[O:10]1>>[C:1]([C:2]1([H:10])[C:3]([H:11])([H:12])[O:5][C:6]1([H:15])[H:16])([H:7])([H:8])[H:9].[C:4]([H:13])[H:14],131.09733
[C:1]1([H:7])([H:16])[C:6]([H:3])([H:12])[C@@:5]([C:13]([H:2])([H:8])[H:11])([H:15])[C:4]([H:9])([H:14])[O:10]1>>[C:1]([C:2]([C:3]([C:4]([O+:5]=[C-:6][H:16])([H:13])[H:14])([H:11])[H:12])([H:10])[H:15])([H:7])([H:8])[H:9],79.42052
[C:1]1([H:7])([H:16])[C:6]([H:3])([H:12])[C@@:5]([C:13]([H:2])([H:8])[H:11])([H:15])[C:4]([H:9])([H:14])[O:10]1>>[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C-:4]([H:13])[O+:5]=[C:6]1[H:16])([H:7])([H:8])[H:9].[H:14][H:15],78.91708
[C:1]1([H:7])([H:16])[C:6]([H:3])([H:12])[C@@:5]([C:13]([H:2])([H:8])[H:11])([H:15])[C:4]([H:9])([H:14])[O:10]1>>[C:1](/[C:2](=[C:3](/[C:4]([H:11])([H:13])[H:14])[H:12])[H:10])([H:7])([H:8])[H:9].[O:5]=[C:6]([H:15])[H:16],85.50225999999998
[C:1]1([H:7])([H:16])[C:6]([H:3])([H:12])[C@@:5]([C:13]([H:2])([H:8])[H:11])([H:15])[C:4]([H:9])([H:14])[O:10]1>>[C:1]([H:7])([H:8])([H:9])[H:12].[C:2]1([H:10])=[C:3]([H:11])[C:4]([H:13])([H:14])[O:5][C:6]1([H:15])[H:16],111.6666
[C:1]1([H:7])([H:16])[C:6]([H:3])([H:12])[C@@:5]([C:13]([H:2])([H:8])[H:11])([H:15])[C:4]([H:9])([H:14])[O:10]1>>[C:1]([C:2]([C:3]([H:11])([H:12])[H:14])([C:6]([O+:5]=[C-:4][H:13])([H:15])[H:16])[H:10])([H:7])([H:8])[H:9],79.82778
[C:1]1([H:7])([H:16])[C:6]([H:3])([H:12])[C@@:5]([C:13]([H:2])([H:8])[H:11])([H:15])[C:4]([H:9])([H:14])[O:10]1>>[C:1]([C:2]([C:3]([C:4]([O:5][H:10])([H:13])[H:14])([H:11])[H:12])=[C:6]([H:15])[H:16])([H:7])([H:8])[H:9],81.01971999999998
[C:1]1([H:7])([H:16])[C:6]([H:3])([H:12])[C@@:5]([C:13]([H:2])([H:8])[H:11])([H:15])[C:4]([H:9])([H:14])[O:10]1>>[C:1]([C:2]([C:3]([H:11])([H:12])[H:16])([C:6](=[O+:5][C-:4]([H:13])[H:14])[H:15])[H:10])([H:7])([H:8])[H:9],113.57584
[C:1]1([H:7])([H:16])[C:6]([H:3])([H:12])[C@@:5]([C:13]([H:2])([H:8])[H:11])([H:15])[C:4]([H:9])([H:14])[O:10]1>>[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@@:4]1([O:5][C:6]([H:14])([H:15])[H:16])[H:13])([H:7])([H:8])[H:9],118.5796
[C:1]1([H:7])([H:16])[C:6]([H:3])([H:12])[C@@:5]([C:13]([H:2])([H:8])[H:11])([H:15])[C:4]([H:9])([H:14])[O:10]1>>[C:1]([C:2]([C:3](=[C:4]([H:13])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9].[O:5]=[C:6]([H:15])[H:16],94.35847
[C:1]1([H:7])([H:16])[C:6]([H:3])([H:12])[C@@:5]([C:13]([H:2])([H:8])[H:11])([H:15])[C:4]([H:9])([H:14])[O:10]1>>[C:1]([C@@:2]([C:3](=[C:4]([H:13])[H:14])[H:11])([C:6]([O:5][H:12])([H:15])[H:16])[H:10])([H:7])([H:8])[H:9],79.77
[C:1]1([H:7])([H:16])[C:6]([H:3])([H:12])[C@@:5]([C:13]([H:2])([H:8])[H:11])([H:15])[C:4]([H:9])([H:14])[O:10]1>>[C:1]([C:2]([C:6](=[O:5])[H:16])([H:10])[H:15])([H:7])([H:8])[H:9].[C:3](=[C:4]([H:13])[H:14])([H:11])[H:12],84.62203000000002
[C:1]1([H:7])([H:16])[C:6]([H:3])([H:12])[C@@:5]([C:13]([H:2])([H:8])[H:11])([H:15])[C:4]([H:9])([H:14])[O:10]1>>[C:1]([C:2][H:10])([H:7])([H:8])[H:9].[C:3]1([H:11])([H:12])[C:4]([H:13])([H:14])[O:5][C:6]1([H:15])[H:16],140.32322
[C:1]1([H:7])([H:16])[C:6]([H:3])([H:12])[C@@:5]([C:13]([H:2])([H:8])[H:11])([H:15])[C:4]([H:9])([H:14])[O:10]1>>[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C-:4]=[O+:5][C:6]1([H:15])[H:16])([H:7])([H:8])[H:9].[H:13][H:14],81.22281
[C:1]1([H:7])([H:16])[C:6]([H:3])([H:12])[C@@:5]([C:13]([H:2])([H:8])[H:11])([H:15])[C:4]([H:9])([H:14])[O:10]1>>[C:1]([C@@:2]1([H:10])[C:3]([H:12])=[C:4]([H:13])[O:5][C:6]1([H:15])[H:16])([H:7])([H:8])[H:9].[H:11][H:14],107.32677
[C:1]1([H:7])([H:16])[C:6]([H:3])([H:12])[C@@:5]([C:13]([H:2])([H:8])[H:11])([H:15])[C:4]([H:9])([H:14])[O:10]1>>[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[O+:5]=[C-:6]1)([H:7])([H:8])[H:9].[H:15][H:16],80.76446
[C:1]1([H:7])([H:16])[C:6]([H:3])([H:12])[C@@:5]([C:13]([H:2])([H:8])[H:11])([H:15])[C:4]([H:9])([H:14])[O:10]1>>[C:1]([C:2](=[C:6]([H:15])[H:16])[H:10])([H:7])([H:8])[H:9].[C:3]([C:4](=[O:5])[H:14])([H:11])([H:12])[H:13],86.93018000000002
[C:1]1([H:7])([H:16])[C:6]([H:3])([H:12])[C@@:5]([C:13]([H:2])([H:8])[H:11])([H:15])[C:4]([H:9])([H:14])[O:10]1>>[C:1]([C:2]1=[C:6]([H:16])[O:5][C:4]([H:13])([H:14])[C:3]1([H:11])[H:12])([H:7])([H:8])[H:9].[H:10][H:15],107.90147
[O:1]1[C:6]([H:3])([H:13])[C@@:5]2([H:8])[C@@:4]([H:9])([C:10]1([H:7])[H:14])[C:12]2([H:2])[H:11]>>[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C:3]([H:10])([H:11])[O+:4]=[C-:5][C@@:6]12[H:14].[H:12][H:13],81.6816
[O:1]1[C:6]([H:3])([H:13])[C@@:5]2([H:8])[C@@:4]([H:9])([C:10]1([H:7])[H:14])[C:12]2([H:2])[H:11]>>[C:1](=[C:6](/[C:2](=[C:3](\[O:4][C:5]([H:11])([H:12])[H:13])[H:10])[H:9])[H:14])([H:7])[H:8],127.34965
[O:1]1[C:6]([H:3])([H:13])[C@@:5]2([H:8])[C@@:4]([H:9])([C:10]1([H:7])[H:14])[C:12]2([H:2])[H:11]>>[C:1]([C:2]([C:3](=[O:4])[H:11])([H:9])[H:10])([C:6](=[C:5]([H:12])[H:13])[H:14])([H:7])[H:8],64.73026999999999
[O:1]1[C:6]([H:3])([H:13])[C@@:5]2([H:8])[C@@:4]([H:9])([C:10]1([H:7])[H:14])[C:12]2([H:2])[H:11]>>[C:1](=[C:2]([C:6](=[C:5]([H:12])[H:13])[H:14])[H:9])([H:7])[H:8].[C:3](=[O:4])([H:10])[H:11],80.52989000000002
[O:1]1[C:6]([H:3])([H:13])[C@@:5]2([H:8])[C@@:4]([H:9])([C:10]1([H:7])[H:14])[C:12]2([H:2])[H:11]>>[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C:3]([H:10])([H:11])[O:4][C:5]([H:12])=[C:6]12.[H:13][H:14],113.65672
[O:1]1[C:6]([H:3])([H:13])[C@@:5]2([H:8])[C@@:4]([H:9])([C:10]1([H:7])[H:14])[C:12]2([H:2])[H:11]>>[C:1]1([H:7])([H:8])[C:3]([H:10])([H:11])[O:4][C:5]([H:12])([H:13])[C@@:6]1([C:2][H:9])[H:14],116.72232
[O:1]1[C:6]([H:3])([H:13])[C@@:5]2([H:8])[C@@:4]([H:9])([C:10]1([H:7])[H:14])[C:12]2([H:2])[H:11]>>[C:1](=[C:6]([C:5]([O:4][C:3](=[C:2]([H:9])[H:11])[H:10])([H:12])[H:13])[H:14])([H:7])[H:8],88.5833
[O:1]1[C:6]([H:3])([H:13])[C@@:5]2([H:8])[C@@:4]([H:9])([C:10]1([H:7])[H:14])[C:12]2([H:2])[H:11]>>[C:1]1([H:7])([H:8])[C:2]([H:9])=[C:3]([H:10])[O:4][C:5]([H:12])=[C:6]1[H:14].[H:11][H:13],75.28154
[O:1]1[C:6]([H:3])([H:13])[C@@:5]2([H:8])[C@@:4]([H:9])([C:10]1([H:7])[H:14])[C:12]2([H:2])[H:11]>>[C:1]([C@@:6]1([H:14])[C:2][C:3]([H:10])([H:11])[O:4][C:5]1([H:12])[H:13])([H:7])([H:8])[H:9],62.01811
[O:1]1[C:6]([H:3])([H:13])[C@@:5]2([H:8])[C@@:4]([H:9])([C:10]1([H:7])[H:14])[C:12]2([H:2])[H:11]>>[C:1]1([H:7])([H:8])[C:2]([C:3]([O+:4]=[C-:5][H:13])([H:10])[H:11])([H:9])[C:6]1([H:12])[H:14],81.84721
[O:1]1[C:6]([H:3])([H:13])[C@@:5]2([H:8])[C@@:4]([H:9])([C:10]1([H:7])[H:14])[C:12]2([H:2])[H:11]>>[C:1]([C:2][H:9])([C:6]1([H:14])[C:3]([H:10])([H:11])[O:4][C:5]1([H:12])[H:13])([H:7])[H:8],107.45138
[O:1]1[C:6]([H:3])([H:13])[C@@:5]2([H:8])[C@@:4]([H:9])([C:10]1([H:7])[H:14])[C:12]2([H:2])[H:11]>>[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[O:4][C:5]([H:12])([H:13])[C:6]2([H:11])[H:14],97.95401
[C:1]([H:7])([C:11]([O:6][H:9])([H:14])[H:16])([C:17]([H:3])([C:5]([H:8])([C:10]([H:2])([H:4])[H:13])[H:15])[H:12])[H:18]>>[C:1]([C:2]([C:3]([C:4](=[C:5]([H:16])[H:17])[H:15])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9].[O:6]([H:14])[H:18],66.92501
[C:1]([H:7])([C:11]([O:6][H:9])([H:14])[H:16])([C:17]([H:3])([C:5]([H:8])([C:10]([H:2])([H:4])[H:13])[H:15])[H:12])[H:18]>>[C:1]([C:2]([H:10])([H:11])[H:16])([H:7])([H:8])[H:9].[C:3]1([H:12])([H:13])[C:4]([H:14])([H:15])[C:5]1([O:6][H:18])[H:17],105.00768
[C:1]([H:7])([C:11]([O:6][H:9])([H:14])[H:16])([C:17]([H:3])([C:5]([H:8])([C:10]([H:2])([H:4])[H:13])[H:15])[H:12])[H:18]>>[C:1]([C:2]([C:3]([C:4]([C:5](=[O:6])[H:16])([H:15])[H:17])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9].[H:14][H:18],94.14304
[C:1]([H:7])([C:11]([O:6][H:9])([H:14])[H:16])([C:17]([H:3])([C:5]([H:8])([C:10]([H:2])([H:4])[H:13])[H:15])[H:12])[H:18]>>[C:1]1([H:7])([H:8])[C:2]([H:10])([H:11])[C:3]([H:12])([H:13])[C:4]([H:14])([H:15])[C:5]1([H:16])[H:17].[O:6]([H:9])[H:18],94.62832
[C@@:1]1([C:3]([H:8])([H:10])[H:12])([C:11](=[O:4])[H:5])[N:2]([H:9])[C:6]1([H:7])[H:13]>>[C:1]([C:2][C:3]([N:4]([C:5](=[O:6])[H:13])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],77.03881
[C@@:1]1([C:3]([H:8])([H:10])[H:12])([C:11](=[O:4])[H:5])[N:2]([H:9])[C:6]1([H:7])[H:13]>>[C:1]([C:2]([N:4]([C:3][H:11])[H:12])=[C:5]([O:6][H:10])[H:13])([H:7])([H:8])[H:9],67.42652
[C@@:1]1([C:3]([H:8])([H:10])[H:12])([C:11](=[O:4])[H:5])[N:2]([H:9])[C:6]1([H:7])[H:13]>>[C:1]([C@@:2]1([C:5]#[O+:6])[C-:3]([H:10])[N:4]1[H:12])([H:7])([H:8])[H:9].[H:11][H:13],122.69778
[C@@:1]1([C:3]([H:8])([H:10])[H:12])([C:11](=[O:4])[H:5])[N:2]([H:9])[C:6]1([H:7])[H:13]>>[C:1](/[C:2](=[N:4]\[C:3]([H:10])([H:11])[H:12])[C:5](=[O:6])[H:13])([H:7])([H:8])[H:9],67.25305
[C@@:1]1([C:3]([H:8])([H:10])[H:12])([C:11](=[O:4])[H:5])[N:2]([H:9])[C:6]1([H:7])[H:13]>>[C:1]([C:3]([N:4]([C+:2]=[C:5]([O-:6])[H:13])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],100.59449
[C@@:1]1([C:3]([H:8])([H:10])[H:12])([C:11](=[O:4])[H:5])[N:2]([H:9])[C:6]1([H:7])[H:13]>>[C:1]([C@@:2]1([C:5](=[O:6])[H:13])[C-:3]([H:10])[N+:4]1([H:11])[H:12])([H:7])([H:8])[H:9],62.75949
[C@@:1]1([C:3]([H:8])([H:10])[H:12])([C:11](=[O:4])[H:5])[N:2]([H:9])[C:6]1([H:7])[H:13]>>[C:1]([C:2]([N:4]([C+:3]([H:10])[H:11])[H:12])=[C:5]([O-:6])[H:13])([H:7])([H:8])[H:9],39.96725
[C@@:1]1([C:3]([H:8])([H:10])[H:12])([C:11](=[O:4])[H:5])[N:2]([H:9])[C:6]1([H:7])[H:13]>>[C:1]([C@@:2]1([C:5][O:6][H:13])[C:3]([H:10])([H:11])[N:4]1[H:12])([H:7])([H:8])[H:9],77.88141
[C@@:1]1([C:3]([H:8])([H:10])[H:12])([C:11](=[O:4])[H:5])[N:2]([H:9])[C:6]1([H:7])[H:13]>>[C:1](/[C:2]([C:3]([C:5](=[O:6])[H:13])([H:10])[H:11])=[N:4]/[H:12])([H:7])([H:8])[H:9],69.61364
[C@@:1]1([C:3]([H:8])([H:10])[H:12])([C:11](=[O:4])[H:5])[N:2]([H:9])[C:6]1([H:7])[H:13]>>[C:1]([C:5](=[O:6])[H:13])([H:7])([H:8])[H:9].[C:2]1[C:3]([H:10])([H:11])[N:4]1[H:12],78.51590999999998
[C@@:1]1([C:3]([H:8])([H:10])[H:12])([C:11](=[O:4])[H:5])[N:2]([H:9])[C:6]1([H:7])[H:13]>>[C:1](=[C:2]([C:5](=[O:6])[H:13])[H:9])([H:7])[H:8].[C:3](=[N:4][H:12])([H:10])[H:11],87.49476
[C@@:1]1([C:3]([H:8])([H:10])[H:12])([C:11](=[O:4])[H:5])[N:2]([H:9])[C:6]1([H:7])[H:13]>>[C:1]([N+:4]1([H:12])[C:2](=[C:5]([O-:6])[H:13])[C:3]1([H:10])[H:11])([H:7])([H:8])[H:9],103.58993
[C@@:1]1([C:3]([H:8])([H:10])[H:12])([C:11](=[O:4])[H:5])[N:2]([H:9])[C:6]1([H:7])[H:13]>>[C-:5]#[O+:6].[C:1]([C:2](=[C:3]([H:10])[H:11])[N:4]([H:12])[H:13])([H:7])([H:8])[H:9],76.54120999999998
[C@@:1]1([C:3]([H:8])([H:10])[H:12])([C:11](=[O:4])[H:5])[N:2]([H:9])[C:6]1([H:7])[H:13]>>[C:1]([C:2](/[C:3](=[N:4]\[H:12])[H:11])=[C:5](/[O:6][H:10])[H:13])([H:7])([H:8])[H:9],57.98591999999999
