,Unnamed: 0,rxn_id,rxn_smiles,solvent,temp,G_act,G_r,rxn_smiles_random,rxn_smiles_rxnmapper,rxn_smiles_nomapping
173,173,190,[CH3:1][NH:2][C:3](=[O:4])[C:5]#[C:6][C:7]#[N:8].[CH3:9][CH:10]=[NH+:11][C-:12]([C:13]([CH3:14])=[O:15])[C:16]([CH3:17])=[O:18]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([C:7]#[N:8])[CH:10]([CH3:9])[NH:11][C:12]1([C:13]([CH3:14])=[O:15])[C:16]([CH3:17])=[O:18],water,298.15,17.1183313023721,-35.1612711032286,[CH3:1][NH:2][C:3](=[O:4])[C:5]#[C:6][C:7]#[N:8].[CH3:9][CH:10]=[NH+:11][C-:12]([C:13]([CH3:14])=[O:15])[C:16]([CH3:17])=[O:18]>>[CH3:1][NH:2][C:17]([C:5]1=[C:16]([C:10]#[N:8])[CH:14]([CH3:9])[NH:11][C:7]1([C:3]([CH3:13])=[O:18])[C:12](=[O:4])[CH3:6])=[O:15],[CH:9]([CH3:10])=[NH+:11][C-:12]([C:13]([CH3:14])=[O:15])[C:16]([CH3:17])=[O:18].[CH3:1][NH:2][C:3](=[O:4])[C:5]#[C:6][C:7]#[N:8]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([C:7]#[N:8])[CH:9]([CH3:10])[NH:11][C:12]1([C:13]([CH3:14])=[O:15])[C:16]([CH3:17])=[O:18],[CH3][NH][C](=[O])[C]#[C][C]#[N].[CH3][CH]=[NH+][C-]([C]([CH3])=[O])[C]([CH3])=[O]>>[CH3][NH][C](=[O])[C]1=[C]([C]#[N])[CH]([CH3])[NH][C]1([C]([CH3])=[O])[C]([CH3])=[O]
174,174,191,[CH3:1][NH:2][C:3](=[O:4])[C:5]#[C:6][C:7]#[N:8].[CH3:9][CH:10]=[NH+:11][C-:12]([C:13]([CH3:14])=[O:15])[C:16]([CH3:17])=[O:18]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([C:7]#[N:8])[C:12]([C:13]([CH3:14])=[O:15])([C:16]([CH3:17])=[O:18])[NH:11][CH:10]1[CH3:9],water,298.15,11.8754376629691,-37.8293711630975,[CH3:1][NH:2][C:3](=[O:4])[C:5]#[C:6][C:7]#[N:8].[CH3:9][CH:10]=[NH+:11][C-:12]([C:13]([CH3:14])=[O:15])[C:16]([CH3:17])=[O:18]>>[C:1]1([C:16]([CH3:13])=[O:15])([C:17]([CH3:3])=[O:18])[NH:8][CH:12]([CH3:9])[C:7]([C:10](=[O:4])[NH:11][CH3:6])=[C:14]1[C:5]#[N:2],[C-:9]([C:10]([CH3:11])=[O:12])([C:13]([CH3:14])=[O:15])[NH+:16]=[CH:17][CH3:18].[CH3:1][NH:2][C:3](=[O:4])[C:5]#[C:6][C:7]#[N:8]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([C:7]#[N:8])[C:9]([C:10]([CH3:11])=[O:12])([C:13]([CH3:14])=[O:15])[NH:16][CH:17]1[CH3:18],[CH3][NH][C](=[O])[C]#[C][C]#[N].[CH3][CH]=[NH+][C-]([C]([CH3])=[O])[C]([CH3])=[O]>>[CH3][NH][C](=[O])[C]1=[C]([C]#[N])[C]([C]([CH3])=[O])([C]([CH3])=[O])[NH][CH]1[CH3]
175,175,192,[CH3:12][CH:13]=[O+:14][C-:15]([CH3:16])[C:17]#[N:18].[CH3:1][O:2][C:3]1=[C:4]([C:5]#[N:6])[CH:7]2[CH2:8][CH2:9][CH:10]1[CH2:11]2>>[CH3:1][O:2][C:3]12[C:4]([C:5]#[N:6])([CH:7]3[CH2:8][CH2:9][CH:10]1[CH2:11]3)[CH:13]([CH3:12])[O:14][C:15]2([CH3:16])[C:17]#[N:18],water,298.15,4.9784929923423,-48.7566163539494,[CH3:12][CH:13]=[O+:14][C-:15]([CH3:16])[C:17]#[N:18].[CH3:1][O:2][C:3]1=[C:4]([C:5]#[N:6])[CH:7]2[CH2:8][CH2:9][CH:10]1[CH2:11]2>>[C:1]([C:8]12[CH:4]3[CH2:9][CH2:15][CH:5]([C:7]1([O:14][CH3:11])[C:12]([CH3:13])([C:16]#[N:6])[O:2][CH:10]2[CH3:3])[CH2:17]3)#[N:18],[CH:12]([CH3:13])=[O+:14][C-:15]([CH3:16])[C:17]#[N:18].[CH3:1][O:2][C:3]1=[C:9]([C:10]#[N:11])[CH:7]2[CH2:6][CH2:5][CH:4]1[CH2:8]2>>[CH3:1][O:2][C:3]12[CH:4]3[CH2:5][CH2:6][CH:7]([CH2:8]3)[C:9]1([C:10]#[N:11])[CH:12]([CH3:13])[O:14][C:15]2([CH3:16])[C:17]#[N:18],[CH3][CH]=[O+][C-]([CH3])[C]#[N].[CH3][O][C]1=[C]([C]#[N])[CH]2[CH2][CH2][CH]1[CH2]2>>[CH3][O][C]12[C]([C]#[N])([CH]3[CH2][CH2][CH]1[CH2]3)[CH]([CH3])[O][C]2([CH3])[C]#[N]
176,176,193,[CH3:12][CH:13]=[O+:14][C-:15]([CH3:16])[C:17]#[N:18].[CH3:1][O:2][C:3]1=[C:4]([C:5]#[N:6])[CH:7]2[CH2:8][CH2:9][CH:10]1[CH2:11]2>>[CH3:1][O:2][C:3]12[C:4]([C:5]#[N:6])([CH:7]3[CH2:8][CH2:9][CH:10]1[CH2:11]3)[C:15]([CH3:16])([C:17]#[N:18])[O:14][CH:13]2[CH3:12],water,298.15,8.65025504542806,-47.2209272567227,[CH3:12][CH:13]=[O+:14][C-:15]([CH3:16])[C:17]#[N:18].[CH3:1][O:2][C:3]1=[C:4]([C:5]#[N:6])[CH:7]2[CH2:8][CH2:9][CH:10]1[CH2:11]2>>[CH3:1][CH:12]1[O:2][C:17]([CH3:4])([C:15]#[N:6])[C:13]2([C:11]#[N:18])[CH:3]3[CH2:8][CH:7]([C:5]12[O:14][CH3:16])[CH2:9][CH2:10]3,[C-:12]([CH3:13])([C:14]#[N:15])[O+:16]=[CH:17][CH3:18].[CH3:1][O:2][C:3]1=[C:9]([C:10]#[N:11])[CH:7]2[CH2:6][CH2:5][CH:4]1[CH2:8]2>>[CH3:1][O:2][C:3]12[CH:4]3[CH2:5][CH2:6][CH:7]([CH2:8]3)[C:9]1([C:10]#[N:11])[C:12]([CH3:13])([C:14]#[N:15])[O:16][CH:17]2[CH3:18],[CH3][CH]=[O+][C-]([CH3])[C]#[N].[CH3][O][C]1=[C]([C]#[N])[CH]2[CH2][CH2][CH]1[CH2]2>>[CH3][O][C]12[C]([C]#[N])([CH]3[CH2][CH2][CH]1[CH2]3)[C]([CH3])([C]#[N])[O][CH]2[CH3]
177,177,194,[CH3:12][C:13]#[N+:14][CH-:15][C:16]([CH3:17])=[O:18].[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([CH3:6])[CH:7]2[CH:8]=[CH:9][CH:10]1[O:11]2>>[CH3:1][C:2](=[O:3])[C:4]12[C:5]([CH3:6])([CH:7]3[CH:8]=[CH:9][CH:10]1[O:11]3)[CH:15]([C:16]([CH3:17])=[O:18])[N:14]=[C:13]2[CH3:12],water,298.15,11.8509612193588,-42.3002688508815,[CH3:12][C:13]#[N+:14][CH-:15][C:16]([CH3:17])=[O:18].[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([CH3:6])[CH:7]2[CH:8]=[CH:9][CH:10]1[O:11]2>>[CH:1]1=[CH:6][CH:7]2[O:11][CH:17]1[C:9]1([CH3:2])[C:12]2([C:15]([CH3:8])=[O:18])[C:5]([CH3:4])=[N:14][CH:13]1[C:16](=[O:3])[CH3:10],[CH3:1][C:2](=[O:3])[CH-:4][N+:5]#[C:6][CH3:7].[C:8]1([C:9]([CH3:10])=[O:11])=[C:17]([CH3:18])[CH:15]2[CH:14]=[CH:13][CH:12]1[O:16]2>>[CH3:1][C:2](=[O:3])[CH:4]1[N:5]=[C:6]([CH3:7])[C:8]2([C:9]([CH3:10])=[O:11])[CH:12]3[CH:13]=[CH:14][CH:15]([O:16]3)[C:17]12[CH3:18],[CH3][C]#[N+][CH-][C]([CH3])=[O].[CH3][C](=[O])[C]1=[C]([CH3])[CH]2[CH]=[CH][CH]1[O]2>>[CH3][C](=[O])[C]12[C]([CH3])([CH]3[CH]=[CH][CH]1[O]3)[CH]([C]([CH3])=[O])[N]=[C]2[CH3]
178,178,195,[CH3:12][C:13]#[N+:14][CH-:15][C:16]([CH3:17])=[O:18].[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([CH3:6])[CH:7]2[CH:8]=[CH:9][CH:10]1[O:11]2>>[CH3:1][C:2](=[O:3])[C:4]12[C:5]([CH3:6])([CH:7]3[CH:8]=[CH:9][CH:10]1[O:11]3)[C:13]([CH3:12])=[N:14][CH:15]2[C:16]([CH3:17])=[O:18],water,298.15,16.2633986873999,-40.5081004794836,[CH3:12][C:13]#[N+:14][CH-:15][C:16]([CH3:17])=[O:18].[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([CH3:6])[CH:7]2[CH:8]=[CH:9][CH:10]1[O:11]2>>[CH3:1][C:10]1=[N:14][CH:7]([C:16](=[O:3])[CH3:17])[C:5]2([C:6]([CH3:4])=[O:11])[C:13]1([CH3:12])[CH:8]1[CH:2]=[CH:9][CH:15]2[O:18]1,[CH3:1][C:2](=[O:3])[CH-:4][N+:5]#[C:6][CH3:7].[C:8]1([CH3:9])=[C:15]([C:16]([CH3:17])=[O:18])[CH:13]2[CH:12]=[CH:11][CH:10]1[O:14]2>>[CH3:1][C:2](=[O:3])[CH:4]1[N:5]=[C:6]([CH3:7])[C:8]2([CH3:9])[CH:10]3[CH:11]=[CH:12][CH:13]([O:14]3)[C:15]12[C:16]([CH3:17])=[O:18],[CH3][C]#[N+][CH-][C]([CH3])=[O].[CH3][C](=[O])[C]1=[C]([CH3])[CH]2[CH]=[CH][CH]1[O]2>>[CH3][C](=[O])[C]12[C]([CH3])([CH]3[CH]=[CH][CH]1[O]3)[C]([CH3])=[N][CH]2[C]([CH3])=[O]
179,179,196,[CH3:12][C:13]#[N+:14][CH-:15][C:16]([CH3:17])=[O:18].[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([CH3:6])[CH:7]2[CH:8]=[CH:9][CH:10]1[O:11]2>>[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([CH3:6])[CH:7]2[CH:8]3[CH:9]([CH:10]1[O:11]2)[C:13]([CH3:12])=[N:14][CH:15]3[C:16]([CH3:17])=[O:18],water,298.15,13.8883843917923,-54.1314868376611,[CH3:12][C:13]#[N+:14][CH-:15][C:16]([CH3:17])=[O:18].[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([CH3:6])[CH:7]2[CH:8]=[CH:9][CH:10]1[O:11]2>>[CH:1]12[CH:7]([C:4]([CH3:9])=[N:14][CH:8]1[C:12]([CH3:17])=[O:18])[CH:5]1[O:3][CH:15]2[C:2]([CH3:6])=[C:13]1[C:10](=[O:11])[CH3:16],[C:11]([CH3:12])#[N+:13][CH-:14][C:15]([CH3:16])=[O:17].[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([CH3:6])[CH:7]2[O:8][CH:9]1[CH:10]=[CH:18]2>>[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([CH3:6])[CH:7]2[O:8][CH:9]1[CH:10]1[C:11]([CH3:12])=[N:13][CH:14]([C:15]([CH3:16])=[O:17])[CH:18]21,[CH3][C]#[N+][CH-][C]([CH3])=[O].[CH3][C](=[O])[C]1=[C]([CH3])[CH]2[CH]=[CH][CH]1[O]2>>[CH3][C](=[O])[C]1=[C]([CH3])[CH]2[CH]3[CH]([CH]1[O]2)[C]([CH3])=[N][CH]3[C]([CH3])=[O]
180,180,197,[CH3:12][C:13]#[N+:14][CH-:15][C:16]([CH3:17])=[O:18].[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([CH3:6])[CH:7]2[CH:8]=[CH:9][CH:10]1[O:11]2>>[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([CH3:6])[CH:7]2[CH:8]3[CH:9]([CH:10]1[O:11]2)[CH:15]([C:16]([CH3:17])=[O:18])[N:14]=[C:13]3[CH3:12],water,298.15,12.7284004891049,-55.0773250780037,[CH3:12][C:13]#[N+:14][CH-:15][C:16]([CH3:17])=[O:18].[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([CH3:6])[CH:7]2[CH:8]=[CH:9][CH:10]1[O:11]2>>[CH3:1][C:9](=[O:3])[CH:5]1[N:14]=[C:6]([CH3:12])[CH:15]2[CH:2]3[C:13]([CH3:10])=[C:16]([C:4]([CH3:7])=[O:11])[CH:8]([CH:17]12)[O:18]3,[CH-:11]([C:12]([CH3:13])=[O:14])[N+:15]#[C:16][CH3:17].[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([CH3:6])[CH:7]2[O:8][CH:9]1[CH:10]=[CH:18]2>>[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([CH3:6])[CH:7]2[O:8][CH:9]1[CH:10]1[CH:11]([C:12]([CH3:13])=[O:14])[N:15]=[C:16]([CH3:17])[CH:18]21,[CH3][C]#[N+][CH-][C]([CH3])=[O].[CH3][C](=[O])[C]1=[C]([CH3])[CH]2[CH]=[CH][CH]1[O]2>>[CH3][C](=[O])[C]1=[C]([CH3])[CH]2[CH]3[CH]([CH]1[O]2)[CH]([C]([CH3])=[O])[N]=[C]3[CH3]
181,181,198,[CH3:1][C:2]#[C:3][CH3:4].[CH:5]#[N+:6][C-:7]([c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)[c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1>>[CH3:1][C:2]1=[C:3]([CH3:4])[C:7]([c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)([c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[N:6]=[CH:5]1,water,298.15,22.7575999879095,-60.5831269304372,[CH3:1][C:2]#[C:3][CH3:4].[CH:5]#[N+:6][C-:7]([c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)[c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1>>[c:1]1([C:12]2([c:11]3[cH:3][cH:15][cH:17][cH:5][cH:7]3)[C:2]([CH3:4])=[C:10]([CH3:8])[CH:14]=[N:6]2)[cH:13][cH:9][cH:18][cH:16][cH:19]1,[C-:5]([c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)([c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1)[N+:18]#[CH:19].[CH3:1][C:2]#[C:3][CH3:4]>>[CH3:1][C:2]1=[C:3]([CH3:4])[C:5]([c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)([c:12]2[cH:13][cH:14][cH:15][cH:16][cH:17]2)[N:18]=[CH:19]1,[CH3][C]#[C][CH3].[CH]#[N+][C-]([c]1[cH][cH][cH][cH][cH]1)[c]1[cH][cH][cH][cH][cH]1>>[CH3][C]1=[C]([CH3])[C]([c]2[cH][cH][cH][cH][cH]2)([c]2[cH][cH][cH][cH][cH]2)[N]=[CH]1
182,182,199,[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([F:7])[CH:8]2[CH:9]=[CH:10][CH:11]1[O:12]2.[CH:13]#[N+:14][CH-:15][C:16]([CH3:17])=[O:18]>>[CH3:1][O:2][C:3](=[O:4])[C:5]12[C:6]([F:7])([CH:8]3[CH:9]=[CH:10][CH:11]1[O:12]3)[CH:13]=[N:14][CH:15]2[C:16]([CH3:17])=[O:18],water,298.15,7.39737633986612,-56.3127470030377,[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([F:7])[CH:8]2[CH:9]=[CH:10][CH:11]1[O:12]2.[CH:13]#[N+:14][CH-:15][C:16]([CH3:17])=[O:18]>>[C:1]12([F:7])[CH:5]3[CH:10]=[CH:3][CH:11]([O:12]3)[C:13]1([C:9]([O:2][CH3:16])=[O:4])[CH:17]([C:8]([CH3:15])=[O:18])[N:14]=[CH:6]2,[CH:13]#[N+:14][CH-:15][C:16]([CH3:17])=[O:18].[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:11]([F:12])[CH:9]2[CH:8]=[CH:7][CH:6]1[O:10]2>>[CH3:1][O:2][C:3](=[O:4])[C:5]12[CH:6]3[CH:7]=[CH:8][CH:9]([O:10]3)[C:11]1([F:12])[CH:13]=[N:14][CH:15]2[C:16]([CH3:17])=[O:18],[CH3][O][C](=[O])[C]1=[C]([F])[CH]2[CH]=[CH][CH]1[O]2.[CH]#[N+][CH-][C]([CH3])=[O]>>[CH3][O][C](=[O])[C]12[C]([F])([CH]3[CH]=[CH][CH]1[O]3)[CH]=[N][CH]2[C]([CH3])=[O]
183,183,200,[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([F:7])[CH:8]2[CH:9]=[CH:10][CH:11]1[O:12]2.[CH:13]#[N+:14][CH-:15][C:16]([CH3:17])=[O:18]>>[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([F:7])[CH:8]2[CH:9]3[CH:10]([CH:11]1[O:12]2)[CH:15]([C:16]([CH3:17])=[O:18])[N:14]=[CH:13]3,water,298.15,10.7363523784662,-61.2761801247384,[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([F:7])[CH:8]2[CH:9]=[CH:10][CH:11]1[O:12]2.[CH:13]#[N+:14][CH-:15][C:16]([CH3:17])=[O:18]>>[CH:1]1([C:11](=[O:2])[CH3:13])[CH:9]2[CH:5]3[O:4][CH:15]([C:6]([F:7])=[C:16]3[C:3]([O:12][CH3:17])=[O:18])[CH:8]2[CH:10]=[N:14]1,[CH-:12]([C:13]([CH3:14])=[O:15])[N+:16]#[CH:17].[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([F:7])[CH:8]2[O:9][CH:10]1[CH:11]=[CH:18]2>>[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([F:7])[CH:8]2[O:9][CH:10]1[CH:11]1[CH:12]([C:13]([CH3:14])=[O:15])[N:16]=[CH:17][CH:18]21,[CH3][O][C](=[O])[C]1=[C]([F])[CH]2[CH]=[CH][CH]1[O]2.[CH]#[N+][CH-][C]([CH3])=[O]>>[CH3][O][C](=[O])[C]1=[C]([F])[CH]2[CH]3[CH]([CH]1[O]2)[CH]([C]([CH3])=[O])[N]=[CH]3
184,184,201,[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([F:7])[CH:8]2[CH:9]=[CH:10][CH:11]1[O:12]2.[CH:13]#[N+:14][CH-:15][C:16]([CH3:17])=[O:18]>>[CH3:1][O:2][C:3](=[O:4])[C:5]12[C:6]([F:7])([CH:8]3[CH:9]=[CH:10][CH:11]1[O:12]3)[CH:15]([C:16]([CH3:17])=[O:18])[N:14]=[CH:13]2,water,298.15,10.840552283954,-56.6372954912831,[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([F:7])[CH:8]2[CH:9]=[CH:10][CH:11]1[O:12]2.[CH:13]#[N+:14][CH-:15][C:16]([CH3:17])=[O:18]>>[CH3:1][O:4][C:3](=[O:2])[C:15]12[CH:5]=[N:14][CH:13]([C:8]([CH3:9])=[O:18])[C:10]1([F:7])[CH:16]1[CH:6]=[CH:11][CH:17]2[O:12]1,[CH:6]#[N+:7][CH-:8][C:9]([CH3:10])=[O:11].[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:12]([F:13])[CH:14]2[CH:15]=[CH:16][CH:17]1[O:18]2>>[CH3:1][O:2][C:3](=[O:4])[C:5]12[CH:6]=[N:7][CH:8]([C:9]([CH3:10])=[O:11])[C:12]1([F:13])[CH:14]1[CH:15]=[CH:16][CH:17]2[O:18]1,[CH3][O][C](=[O])[C]1=[C]([F])[CH]2[CH]=[CH][CH]1[O]2.[CH]#[N+][CH-][C]([CH3])=[O]>>[CH3][O][C](=[O])[C]12[C]([F])([CH]3[CH]=[CH][CH]1[O]3)[CH]([C]([CH3])=[O])[N]=[CH]2
185,185,202,[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([F:7])[CH:8]2[CH:9]=[CH:10][CH:11]1[O:12]2.[CH:13]#[N+:14][CH-:15][C:16]([CH3:17])=[O:18]>>[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([F:7])[CH:8]2[CH:9]3[CH:10]([CH:11]1[O:12]2)[CH:13]=[N:14][CH:15]3[C:16]([CH3:17])=[O:18],water,298.15,10.6646704196745,-59.6271589023656,[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([F:7])[CH:8]2[CH:9]=[CH:10][CH:11]1[O:12]2.[CH:13]#[N+:14][CH-:15][C:16]([CH3:17])=[O:18]>>[CH3:1][C:9](=[O:2])[CH:8]1[N:14]=[CH:11][CH:13]2[CH:10]3[C:6]([C:17](=[O:4])[O:12][CH3:3])=[C:5]([F:7])[CH:16]([CH:15]12)[O:18]3,[CH:12]#[N+:13][CH-:14][C:15]([CH3:16])=[O:17].[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([F:7])[CH:8]2[O:9][CH:10]1[CH:11]=[CH:18]2>>[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([F:7])[CH:8]2[O:9][CH:10]1[CH:11]1[CH:12]=[N:13][CH:14]([C:15]([CH3:16])=[O:17])[CH:18]21,[CH3][O][C](=[O])[C]1=[C]([F])[CH]2[CH]=[CH][CH]1[O]2.[CH]#[N+][CH-][C]([CH3])=[O]>>[CH3][O][C](=[O])[C]1=[C]([F])[CH]2[CH]3[CH]([CH]1[O]2)[CH]=[N][CH]3[C]([CH3])=[O]
186,186,203,[CH2:1]=[CH:2][C:3](=[O:4])[O:5][CH3:6].[CH3:7][C:8](=[O:9])[c:10]1[o:11][c:12](=[O:13])[c-:14]([C:15]#[N:16])[n+:17]1[CH3:18]>>[CH2:1]1[CH:2]([C:3](=[O:4])[O:5][CH3:6])[C:10]2([C:8]([CH3:7])=[O:9])[O:11][C:12](=[O:13])[C:14]1([C:15]#[N:16])[N:17]2[CH3:18],water,298.15,25.5618296413059,-1.67793538866737,[CH2:1]=[CH:2][C:3](=[O:4])[O:5][CH3:6].[CH3:7][C:8](=[O:9])[c:10]1[o:11][c:12](=[O:13])[c-:14]([C:15]#[N:16])[n+:17]1[CH3:18]>>[C:1]12([C:2]#[N:16])[C:3](=[O:4])[O:11][C:10]([C:15](=[O:5])[CH3:8])([CH:14]([C:12](=[O:9])[O:13][CH3:18])[CH2:6]1)[N:17]2[CH3:7],[CH3:1][O:2][C:3](=[O:4])[CH:5]=[CH2:6].[c-:7]1([C:8]#[N:9])[c:10](=[O:11])[o:12][c:13]([C:14]([CH3:15])=[O:16])[n+:17]1[CH3:18]>>[CH3:1][O:2][C:3](=[O:4])[CH:5]1[CH2:6][C:7]2([C:8]#[N:9])[C:10](=[O:11])[O:12][C:13]1([C:14]([CH3:15])=[O:16])[N:17]2[CH3:18],[CH2]=[CH][C](=[O])[O][CH3].[CH3][C](=[O])[c]1[o][c](=[O])[c-]([C]#[N])[n+]1[CH3]>>[CH2]1[CH]([C](=[O])[O][CH3])[C]2([C]([CH3])=[O])[O][C](=[O])[C]1([C]#[N])[N]2[CH3]
187,187,204,[CH2:1]=[CH:2][C:3](=[O:4])[O:5][CH3:6].[CH3:7][C:8](=[O:9])[c:10]1[o:11][c:12](=[O:13])[c-:14]([C:15]#[N:16])[n+:17]1[CH3:18]>>[CH2:1]1[CH:2]([C:3](=[O:4])[O:5][CH3:6])[C:14]2([C:15]#[N:16])[C:12](=[O:13])[O:11][C:10]1([C:8]([CH3:7])=[O:9])[N:17]2[CH3:18],water,298.15,24.5336333007911,-0.954988647809569,[CH2:1]=[CH:2][C:3](=[O:4])[O:5][CH3:6].[CH3:7][C:8](=[O:9])[c:10]1[o:11][c:12](=[O:13])[c-:14]([C:15]#[N:16])[n+:17]1[CH3:18]>>[C:1]1(=[O:5])[O:9][C:18]2([C:3]([CH3:7])=[O:11])[CH2:2][CH:14]([C:12](=[O:4])[O:13][CH3:6])[C:15]1([C:10]#[N:17])[N:16]2[CH3:8],[CH3:1][O:2][C:3](=[O:4])[CH:5]=[CH2:6].[c:7]1([C:8]([CH3:9])=[O:10])[o:11][c:12](=[O:13])[c-:14]([C:15]#[N:16])[n+:17]1[CH3:18]>>[CH3:1][O:2][C:3](=[O:4])[CH:5]1[CH2:6][C:7]2([C:8]([CH3:9])=[O:10])[O:11][C:12](=[O:13])[C:14]1([C:15]#[N:16])[N:17]2[CH3:18],[CH2]=[CH][C](=[O])[O][CH3].[CH3][C](=[O])[c]1[o][c](=[O])[c-]([C]#[N])[n+]1[CH3]>>[CH2]1[CH]([C](=[O])[O][CH3])[C]2([C]#[N])[C](=[O])[O][C]1([C]([CH3])=[O])[N]2[CH3]
188,188,205,[CH3:1][O:2][C:3]#[C:4][Cl:5].[CH3:6][C:7](=[O:8])[C:9]#[N+:10][C-:11]([C:12]([CH3:13])=[O:14])[C:15]([CH3:16])=[O:17]>>[CH3:1][O:2][C:3]1=[C:4]([Cl:5])[C:9]([C:7]([CH3:6])=[O:8])=[N:10][C:11]1([C:12]([CH3:13])=[O:14])[C:15]([CH3:16])=[O:17],water,298.15,10.9922930211373,-65.7634785139782,[CH3:1][O:2][C:3]#[C:4][Cl:5].[CH3:6][C:7](=[O:8])[C:9]#[N+:10][C-:11]([C:12]([CH3:13])=[O:14])[C:15]([CH3:16])=[O:17]>>[C:1]1([C:3](=[O:2])[CH3:7])=[N:10][C:6]([C:13]([CH3:9])=[O:14])([C:15](=[O:8])[CH3:11])[C:16]([O:17][CH3:12])=[C:4]1[Cl:5],[C:6]([C:7]([CH3:8])=[O:9])#[N+:10][C-:11]([C:12]([CH3:13])=[O:14])[C:15]([CH3:16])=[O:17].[CH3:1][O:2][C:3]#[C:4][Cl:5]>>[CH3:1][O:2][C:3]1=[C:4]([Cl:5])[C:6]([C:7]([CH3:8])=[O:9])=[N:10][C:11]1([C:12]([CH3:13])=[O:14])[C:15]([CH3:16])=[O:17],[CH3][O][C]#[C][Cl].[CH3][C](=[O])[C]#[N+][C-]([C]([CH3])=[O])[C]([CH3])=[O]>>[CH3][O][C]1=[C]([Cl])[C]([C]([CH3])=[O])=[N][C]1([C]([CH3])=[O])[C]([CH3])=[O]
